;30 Январь 2014 г.;243,28;24,328;1243,28;;
;31 Январь 2014 г.;244,08;24,408;1244,08;;
;01 Февраль 2014 г.;244,89;24,489;1244,89;;
;02 Февраль 2014 г.;245,70;24,570;1245,70;;
;03 Февраль 2014 г.;246,51;24,651;1246,51;;
;04 Февраль 2014 г.;247,32;24,732;1247,32;;
;05 Февраль 2014 г.;248,13;24,813;1248,13;;
;06 Февраль 2014 г.;248,95;24,895;1248,95;;
;07 Февраль 2014 г.;249,76;24,976;1249,76;;
;08 Февраль 2014 г.;250,57;25,057;1250,57;;
;09 Февраль 2014 г.;251,38;25,138;1251,38;;
;10 Февраль 2014 г.;252,20;25,220;1252,20;;
;11 Февраль 2014 г.;253,01;25,301;1253,01;;
;12 Февраль 2014 г.;253,83;25,383;1253,83;;
;13 Февраль 2014 г.;254,64;25,464;1254,64;;
;14 Февраль 2014 г.;255,46;25,546;1255,46;;
;15 Февраль 2014 г.;256,27;25,627;1256,27;;
;16 Февраль 2014 г.;257,09;25,709;1257,09;;
;17 Февраль 2014 г.;257,91;25,791;1257,91;;
;18 Февраль 2014 г.;258,73;25,873;1258,73;;
;19 Февраль 2014 г.;259,54;25,954;1259,54;;
;20 Февраль 2014 г.;260,36;26,036;1260,36;;
;21 Февраль 2014 г.;261,18;26,118;1261,18;;
;22 Февраль 2014 г.;262,00;26,200;1262,00;;
;23 Февраль 2014 г.;262,82;26,282;1262,82;;
;24 Февраль 2014 г.;263,64;26,364;1263,64;;
;25 Февраль 2014 г.;264,47;26,447;1264,47;;
;26 Февраль 2014 г.;265,29;26,529;1265,29;;
;27 Февраль 2014 г.;266,11;26,611;1266,11;;
;28 Февраль 2014 г.;266,93;26,693;1266,93;;
;01 Март 2014 г.;267,76;26,776;1267,76;"Год";26,78%
;02 Март 2014 г.;268,58;26,858;1268,58;;
;03 Март 2014 г.;269,41;26,941;1269,41;;
;04 Март 2014 г.;270,23;27,023;1270,23;;
;05 Март 2014 г.;271,06;27,106;1271,06;;
;06 Март 2014 г.;271,88;27,188;1271,88;;
;07 Март 2014 г.;272,71;27,271;1272,71;;
;08 Март 2014 г.;273,54;27,354;1273,54;;
;09 Март 2014 г.;274,37;27,437;1274,37;;
;10 Март 2014 г.;275,20;27,520;1275,20;;
;11 Март 2014 г.;276,03;27,603;1276,03;;
;12 Март 2014 г.;276,85;27,685;1276,85;;
;13 Март 2014 г.;277,68;27,768;1277,68;;
;14 Март 2014 г.;278,52;27,852;1278,52;;
;15 Март 2014 г.;279,35;27,935;1279,35;;
;16 Март 2014 г.;280,18;28,018;1280,18;;
;17 Март 2014 г.;281,01;28,101;1281,01;;
;18 Март 2014 г.;281,84;28,184;1281,84;;
;19 Март 2014 г.;282,68;28,268;1282,68;;
;20 Март 2014 г.;283,51;28,351;1283,51;;
;21 Март 2014 г.;284,35;28,435;1284,35;;
;22 Март 2014 г.;285,18;28,518;1285,18;;
;23 Март 2014 г.;286,02;28,602;1286,02;;
;24 Март 2014 г.;286,85;28,685;1286,85;;
;25 Март 2014 г.;287,69;28,769;1287,69;;
;26 Март 2014 г.;288,53;28,853;1288,53;;
;27 Март 2014 г.;289,36;28,936;1289,36;;
;28 Март 2014 г.;290,20;29,020;1290,20;;
;29 Март 2014 г.;291,04;29,104;1291,04;;
;30 Март 2014 г.;291,88;29,188;1291,88;;
;31 Март 2014 г.;292,72;29,272;1292,72;;
;01 Апрель 2014 г.;293,56;29,356;1293,56;;
;02 Апрель 2014 г.;294,40;29,440;1294,40;;
;03 Апрель 2014 г.;295,24;29,524;1295,24;;
;04 Апрель 2014 г.;296,09;29,609;1296,09;;
;05 Апрель 2014 г.;296,93;29,693;1296,93;;
;06 Апрель 2014 г.;297,77;29,777;1297,77;;
;07 Апрель 2014 г.;298,62;29,862;1298,62;;
;08 Апрель 2014 г.;299,46;29,946;1299,46;;
;09 Апрель 2014 г.;300,31;30,031;1300,31;;
;10 Апрель 2014 г.;301,15;30,115;1301,15;;
;11 Апрель 2014 г.;302,00;30,200;1302,00;;
;12 Апрель 2014 г.;302,84;30,284;1302,84;;
;13 Апрель 2014 г.;303,69;30,369;1303,69;;
;14 Апрель 2014 г.;304,54;30,454;1304,54;;
;15 Апрель 2014 г.;305,39;30,539;1305,39;;
;16 Апрель 2014 г.;306,24;30,624;1306,24;;
;17 Апрель 2014 г.;307,09;30,709;1307,09;;
;18 Апрель 2014 г.;307,94;30,794;1307,94;;
;19 Апрель 2014 г.;308,79;30,879;1308,79;;
;20 Апрель 2014 г.;309,64;30,964;1309,64;;
;21 Апрель 2014 г.;310,49;31,049;1310,49;;
;22 Апрель 2014 г.;311,34;31,134;1311,34;;
;23 Апрель 2014 г.;312,19;31,219;1312,19;;
;24 Апрель 2014 г.;313,05;31,305;1313,05;;
;25 Апрель 2014 г.;313,90;31,390;1313,90;;
;26 Апрель 2014 г.;314,75;31,475;1314,75;;
;27 Апрель 2014 г.;315,61;31,561;1315,61;;
;28 Апрель 2014 г.;316,46;31,646;1316,46;;
;29 Апрель 2014 г.;317,32;31,732;1317,32;;
;30 Апрель 2014 г.;318,18;31,818;1318,18;;
;01 Май 2014 г.;319,03;31,903;1319,03;;
;02 Май 2014 г.;319,89;31,989;1319,89;;
;03 Май 2014 г.;320,75;32,075;1320,75;;
;04 Май 2014 г.;321,61;32,161;1321,61;;
;05 Май 2014 г.;322,47;32,247;1322,47;;
;06 Май 2014 г.;323,33;32,333;1323,33;;
;07 Май 2014 г.;324,19;32,419;1324,19;;
;08 Май 2014 г.;325,05;32,505;1325,05;;
;09 Май 2014 г.;325,91;32,591;1325,91;;
;10 Май 2014 г.;326,77;32,677;1326,77;;
;11 Май 2014 г.;327,64;32,764;1327,64;;
;12 Май 2014 г.;328,50;32,850;1328,50;;
;13 Май 2014 г.;329,36;32,936;1329,36;;
;14 Май 2014 г.;330,23;33,023;1330,23;;
;15 Май 2014 г.;331,09;33,109;1331,09;;
;16 Май 2014 г.;331,96;33,196;1331,96;;
;17 Май 2014 г.;332,82;33,282;1332,82;;
;18 Май 2014 г.;333,69;33,369;1333,69;;
;19 Май 2014 г.;334,56;33,456;1334,56;;
;20 Май 2014 г.;335,43;33,543;1335,43;;
;21 Май 2014 г.;336,29;33,629;1336,29;;
;22 Май 2014 г.;337,16;33,716;1337,16;;
;23 Май 2014 г.;338,03;33,803;1338,03;;
;24 Май 2014 г.;338,90;33,890;1338,90;;
;25 Май 2014 г.;339,77;33,977;1339,77;;
;26 Май 2014 г.;340,64;34,064;1340,64;;
;27 Май 2014 г.;341,52;34,152;1341,52;;
;28 Май 2014 г.;342,39;34,239;1342,39;;
;29 Май 2014 г.;343,26;34,326;1343,26;;
;30 Май 2014 г.;344,13;34,413;1344,13;;
;31 Май 2014 г.;345,01;34,501;1345,01;;
;01 Июнь 2014 г.;345,88;34,588;1345,88;;
;02 Июнь 2014 г.;346,76;34,676;1346,76;;
;03 Июнь 2014 г.;347,63;34,763;1347,63;;
;04 Июнь 2014 г.;348,51;34,851;1348,51;;
;05 Июнь 2014 г.;349,39;34,939;1349,39;;
;06 Июнь 2014 г.;350,26;35,026;1350,26;;
;07 Июнь 2014 г.;351,14;35,114;1351,14;;
;08 Июнь 2014 г.;352,02;35,202;1352,02;;
;09 Июнь 2014 г.;352,90;35,290;1352,90;;
;10 Июнь 2014 г.;353,78;35,378;1353,78;;
;11 Июнь 2014 г.;354,66;35,466;1354,66;;
;12 Июнь 2014 г.;355,54;35,554;1355,54;;
;13 Июнь 2014 г.;356,42;35,642;1356,42;;
;14 Июнь 2014 г.;357,30;35,730;1357,30;;
;15 Июнь 2014 г.;358,19;35,819;1358,19;;
;16 Июнь 2014 г.;359,07;35,907;1359,07;;
;17 Июнь 2014 г.;359,95;35,995;1359,95;;
;18 Июнь 2014 г.;360,84;36,084;1360,84;;
;19 Июнь 2014 г.;361,72;36,172;1361,72;;
;20 Июнь 2014 г.;362,61;36,261;1362,61;;
